id,title,body,category,priority
TCK-0222,Scadenza pagamento,Ho notato un'incongruenza nella nota di credito emessa ieri.,Amministrazione,Media
TCK-0223,Software lento,"Il server principale non risponde, non riusciamo ad accedere ai file condivisi. Solo per informazione.",Tecnico,Bassa
TCK-0224,Bonifico non ricevuto,Abbiamo effettuato il bonifico ma non vedo lo sblocco amministrativo nel portale. Solo per informazione.,Amministrazione,Bassa
TCK-0225,Errore di sistema,L'applicazione va in crash improvvisamente appena clicco sul pulsante esporta.,Tecnico,Alta
TCK-0226,Richiesta IBAN,Ho notato un'incongruenza nella nota di credito emessa ieri.,Amministrazione,Media
TCK-0227,Problema con fattura,Ho notato un'incongruenza nella nota di credito emessa ieri.,Amministrazione,Media
TCK-0228,Reset password,L'applicazione va in crash improvvisamente appena clicco sul pulsante esporta.,Tecnico,Alta
TCK-0229,Richiesta preventivo,"Siamo in scadenza, è possibile avere uno sconto per il rinnovo annuale del contratto?",Commerciale,Bassa
TCK-0230,Nuovo ordine,"Siamo in scadenza, è possibile avere uno sconto per il rinnovo annuale del contratto?",Commerciale,Media
TCK-0231,Crash applicazione,Continuo a ricevere un errore 500 quando provo a salvare il form dei clienti.,Tecnico,Alta
TCK-0232,Scadenza pagamento,Necessito del vostro IBAN per effettuare il saldo in scadenza.,Amministrazione,Media
TCK-0233,Errore di sistema,Continuo a ricevere un errore 500 quando provo a salvare il form dei clienti. Nessuna fretta.,Tecnico,Alta
TCK-0234,Problema con fattura,"Il pagamento risulta rifiutato dal sistema, come posso procedere?",Amministrazione,Media
TCK-0235,Reset password,"Ho dimenticato la password e il link di reset non funziona, mi dà errore. Quando avete tempo.",Tecnico,Bassa
TCK-0236,Nuovo ordine,Potete inviarmi i dettagli dell'offerta speciale di cui mi avete parlato al telefono?,Commerciale,Media
TCK-0237,Richiesta IBAN,Necessito del vostro IBAN per effettuare il saldo in scadenza. Risolvete subito.,Amministrazione,Alta
TCK-0238,Informazioni su licenze,Vorrei procedere con un nuovo ordine per il prodotto che ho visto a catalogo.,Commerciale,Media
TCK-0239,Richiesta IBAN,Ho notato un'incongruenza nella nota di credito emessa ieri.,Amministrazione,Media
TCK-0240,Reset password,Continuo a ricevere un errore 500 quando provo a salvare il form dei clienti.,Tecnico,Alta
TCK-0241,Reset password,L'applicazione va in crash improvvisamente appena clicco sul pulsante esporta. Risolvete subito.,Tecnico,Alta
TCK-0242,Crash applicazione,"Ho dimenticato la password e il link di reset non funziona, mi dà errore.",Tecnico,Alta
TCK-0243,Reset password,"Il gestionale è incredibilmente lento da questa mattina, è impossibile lavorare.",Tecnico,Media
TCK-0244,Errore in nota di credito,Ho notato un'incongruenza nella nota di credito emessa ieri. Risolvete subito.,Amministrazione,Alta
TCK-0245,Sconto per rinnovo,Potete inviarmi i dettagli dell'offerta speciale di cui mi avete parlato al telefono? Nessuna fretta.,Commerciale,Bassa
TCK-0246,Errore in nota di credito,"Il pagamento risulta rifiutato dal sistema, come posso procedere? È urgente.",Amministrazione,Alta
TCK-0247,Nuovo ordine,"Siamo in scadenza, è possibile avere uno sconto per il rinnovo annuale del contratto?",Commerciale,Media
TCK-0248,Bonifico non ricevuto,"Il pagamento risulta rifiutato dal sistema, come posso procedere? Situazione bloccante.",Amministrazione,Alta
TCK-0249,Sconto per rinnovo,Vorrei capire come funziona il passaggio al piano superiore di licenze software.,Commerciale,Media
TCK-0250,Richiesta preventivo,"Siamo in scadenza, è possibile avere uno sconto per il rinnovo annuale del contratto?",Commerciale,Bassa
TCK-0251,Bonifico non ricevuto,"Il pagamento risulta rifiutato dal sistema, come posso procedere?",Amministrazione,Media
TCK-0252,Scadenza pagamento,"Il pagamento risulta rifiutato dal sistema, come posso procedere?",Amministrazione,Media
TCK-0253,Richiesta IBAN,Necessito del vostro IBAN per effettuare il saldo in scadenza.,Amministrazione,Media
TCK-0254,Crash applicazione,L'applicazione va in crash improvvisamente appena clicco sul pulsante esporta.,Tecnico,Alta
TCK-0255,Scadenza pagamento,Ho notato un'incongruenza nella nota di credito emessa ieri.,Amministrazione,Media
TCK-0256,Reset password,Continuo a ricevere un errore 500 quando provo a salvare il form dei clienti. Solo per informazione.,Tecnico,Alta
TCK-0257,Richiesta IBAN,Ho notato un'incongruenza nella nota di credito emessa ieri.,Amministrazione,Media
TCK-0258,Sconto per rinnovo,Vorrei ricevere un preventivo dettagliato per 10 nuove utenze aziendali.,Commerciale,Bassa
TCK-0259,Scadenza pagamento,Abbiamo effettuato il bonifico ma non vedo lo sblocco amministrativo nel portale. Produzione ferma.,Amministrazione,Alta
TCK-0260,Sconto per rinnovo,Potete inviarmi i dettagli dell'offerta speciale di cui mi avete parlato al telefono? Nessuna fretta.,Commerciale,Bassa
TCK-0261,Richiesta IBAN,Ho notato un'incongruenza nella nota di credito emessa ieri. ASAP!,Amministrazione,Alta
TCK-0262,Crash applicazione,"Il server principale non risponde, non riusciamo ad accedere ai file condivisi.",Tecnico,Alta
TCK-0263,Nuovo ordine,"Siamo in scadenza, è possibile avere uno sconto per il rinnovo annuale del contratto?",Commerciale,Media
TCK-0264,Richiesta IBAN,"Buongiorno, non trovo la vostra fattura del mese scorso. Potete rimandarla?",Amministrazione,Media
TCK-0265,Software lento,Continuo a ricevere un errore 500 quando provo a salvare il form dei clienti. ASAP!,Tecnico,Alta
TCK-0266,Errore in nota di credito,Ho notato un'incongruenza nella nota di credito emessa ieri. Solo per avere un'idea.,Amministrazione,Bassa
TCK-0267,Informazioni su licenze,Vorrei procedere con un nuovo ordine per il prodotto che ho visto a catalogo.,Commerciale,Media
TCK-0268,Crash applicazione,"Il gestionale è incredibilmente lento da questa mattina, è impossibile lavorare.",Tecnico,Alta
TCK-0269,Errore di sistema,"Ho dimenticato la password e il link di reset non funziona, mi dà errore. Risolvete subito.",Tecnico,Alta
TCK-0270,Scadenza pagamento,"Buongiorno, non trovo la vostra fattura del mese scorso. Potete rimandarla?",Amministrazione,Media
TCK-0271,Crash applicazione,"Ho dimenticato la password e il link di reset non funziona, mi dà errore. Produzione ferma.",Tecnico,Alta
TCK-0272,Problema con fattura,Ho notato un'incongruenza nella nota di credito emessa ieri. Situazione bloccante.,Amministrazione,Alta
TCK-0273,Dettagli offerta,Vorrei ricevere un preventivo dettagliato per 10 nuove utenze aziendali. Produzione ferma.,Commerciale,Alta
TCK-0274,Richiesta IBAN,Abbiamo effettuato il bonifico ma non vedo lo sblocco amministrativo nel portale. ASAP!,Amministrazione,Alta
TCK-0275,Bonifico non ricevuto,Necessito del vostro IBAN per effettuare il saldo in scadenza.,Amministrazione,Media
TCK-0276,Scadenza pagamento,Necessito del vostro IBAN per effettuare il saldo in scadenza.,Amministrazione,Media
TCK-0277,Richiesta preventivo,"Siamo in scadenza, è possibile avere uno sconto per il rinnovo annuale del contratto?",Commerciale,Bassa
TCK-0278,Richiesta IBAN,Abbiamo effettuato il bonifico ma non vedo lo sblocco amministrativo nel portale. Quando avete tempo.,Amministrazione,Bassa
TCK-0279,Problema con fattura,Necessito del vostro IBAN per effettuare il saldo in scadenza. Situazione bloccante.,Amministrazione,Alta
TCK-0280,Sconto per rinnovo,Vorrei ricevere un preventivo dettagliato per 10 nuove utenze aziendali. È urgente.,Commerciale,Alta
TCK-0281,Errore in nota di credito,Abbiamo effettuato il bonifico ma non vedo lo sblocco amministrativo nel portale. È urgente.,Amministrazione,Alta
TCK-0282,Software lento,"Ho dimenticato la password e il link di reset non funziona, mi dà errore.",Tecnico,Media
TCK-0283,Errore in nota di credito,Abbiamo effettuato il bonifico ma non vedo lo sblocco amministrativo nel portale. ASAP!,Amministrazione,Alta
TCK-0284,Bonifico non ricevuto,"Il pagamento risulta rifiutato dal sistema, come posso procedere? Solo per informazione.",Amministrazione,Bassa
TCK-0285,Errore in nota di credito,Ho notato un'incongruenza nella nota di credito emessa ieri. Solo per informazione.,Amministrazione,Bassa
TCK-0286,Software lento,Continuo a ricevere un errore 500 quando provo a salvare il form dei clienti.,Tecnico,Alta
TCK-0287,Crash applicazione,"Il server principale non risponde, non riusciamo ad accedere ai file condivisi. Produzione ferma.",Tecnico,Alta
TCK-0288,Dettagli offerta,Potete inviarmi i dettagli dell'offerta speciale di cui mi avete parlato al telefono?,Commerciale,Media
TCK-0289,Crash applicazione,L'applicazione va in crash improvvisamente appena clicco sul pulsante esporta. Solo per avere un'idea.,Tecnico,Alta
TCK-0290,Problema con fattura,Abbiamo effettuato il bonifico ma non vedo lo sblocco amministrativo nel portale.,Amministrazione,Media
TCK-0291,Errore in nota di credito,Ho notato un'incongruenza nella nota di credito emessa ieri.,Amministrazione,Media
TCK-0292,Reset password,"Il gestionale è incredibilmente lento da questa mattina, è impossibile lavorare. Solo per informazione.",Tecnico,Bassa
TCK-0293,Software lento,"Ho dimenticato la password e il link di reset non funziona, mi dà errore.",Tecnico,Media
TCK-0294,Server non raggiungibile,"Il gestionale è incredibilmente lento da questa mattina, è impossibile lavorare. È urgente.",Tecnico,Alta
TCK-0295,Errore in nota di credito,"Buongiorno, non trovo la vostra fattura del mese scorso. Potete rimandarla?",Amministrazione,Media
TCK-0296,Server non raggiungibile,L'applicazione va in crash improvvisamente appena clicco sul pulsante esporta. ASAP!,Tecnico,Alta
TCK-0297,Sconto per rinnovo,Vorrei ricevere un preventivo dettagliato per 10 nuove utenze aziendali. Solo per avere un'idea.,Commerciale,Bassa
TCK-0298,Richiesta preventivo,"Siamo in scadenza, è possibile avere uno sconto per il rinnovo annuale del contratto?",Commerciale,Bassa
TCK-0299,Errore di sistema,L'applicazione va in crash improvvisamente appena clicco sul pulsante esporta.,Tecnico,Alta
TCK-0300,Errore in nota di credito,Necessito del vostro IBAN per effettuare il saldo in scadenza.,Amministrazione,Media
